,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
42,1388457277347221508,1388457277347221508,1619868985000.0,2021-05-01 19:36:25,+0800,,"^Erika, &gt;Sam, ^Jim, &lt;Wendy…  Dat zijn de artiestennamen van het @DHLNL personeel die klanten die #Dhl wijzen op hun gemaakte fouten door chauffeurs online moeten afschudden. In 1 discussie al 8 veilige NL namen gehad. Ook zo doorzichtig.. zo heten studenten niet anno 2021.",nl,['dhl'],[],151853247,151853247,RalfHenry,Ralf Henry ●●OOO,6,19,https://twitter.com/RalfHenry/status/1388457277347221508,[],[],0,,False,0,0,0,,#dhl,,,,,,,[],,,,
43,1388446042367139846,1388446042367139846,1619866307000.0,2021-05-01 18:51:47,+0800,,#deutschebank #trump #newyofker #fakenewsforstockmarkets #CDb_d  #telekom #dhl #vogel #hateinvogel #postbank #commerzbank #unicreditbank #hypovereinsbank #raiffeisenbank  #sparkasse #secretaccounts #stockmarkets  #manipulation #overkids #overfamilymembers #insanepower2dapeople  https://t.co/3JUiTEpfNF,und,"['deutschebank', 'trump', 'newyofker', 'fakenewsforstockmarkets', 'cdb_d', 'telekom', 'dhl', 'vogel', 'hateinvogel', 'postbank', 'commerzbank', 'unicreditbank', 'hypovereinsbank', 'raiffeisenbank', 'sparkasse', 'secretaccounts', 'stockmarkets', 'manipulation', 'overkids', 'overfamilymembers', 'insanepower2dapeople']",[],4641737003,4641737003,Angelus13Oct,MC Benedetto & Mariata,6,18,https://twitter.com/Angelus13Oct/status/1388446042367139846,[],['https://pbs.twimg.com/media/E0TAUHBWUAEfobk.jpg'],1,https://pbs.twimg.com/media/E0TAUHBWUAEfobk.jpg,False,1,0,0,,#dhl,,,,,,,[],,,,
44,1388445172124602368,1388445172124602368,1619866099000.0,2021-05-01 18:48:19,+0800,,Having NES controller problems and of course the one I ordered shipped via #DHL the most shit shipping company to ever exist.   Not sure if I even want to record today. I could do Kirbys Advebture but the controller inputs not always registering screws with me.,en,['dhl'],[],1142797487293571072,1142797487293571072,SpeedofsoundG,SpeedOfSound Gaming,6,18,https://twitter.com/SpeedofsoundG/status/1388445172124602368,[],[],0,,False,0,0,0,,#dhl,,,,,,,[],,,,
45,1388440530699313152,1388438088389697537,1619864993000.0,2021-05-01 18:29:53,+0800,,"@Katie_141 @DHLPaket Sorry to hear that. The same happened to me some time ago In Sweden. Yet It was close to impossible to make a formal complaint due to some internal policies they have. Sorry #DHL, but never again.",en,['dhl'],[],932856176,932856176,KromolickiS,Stefan Kromolicki,6,18,https://twitter.com/KromolickiS/status/1388440530699313152,[],[],0,,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'Katie_141', 'name': 'Katie Costello', 'id': '2322716980'}, {'screen_name': 'DHLPaket', 'name': 'DHL Paket', 'id': '42414621'}]",,,,
46,1388438088389697537,1388438088389697537,1619864410000.0,2021-05-01 18:20:10,+0800,,@DHLPaket my packet was not delivered as it doesn't fulfil the sending requirements but no one on the hotline could tell me why. Now my packet is travelling back across Germany to an address I no longer live at. I don't think @DHLPaket can be trusted to deliver goods #dhl  https://t.co/palOK5eQi5,en,['dhl'],[],2322716980,2322716980,Katie_141,Katie Costello,6,18,https://twitter.com/Katie_141/status/1388438088389697537,[],['https://pbs.twimg.com/media/E0S2_HcWQAEPPxD.jpg'],1,https://pbs.twimg.com/media/E0S2_HcWQAEPPxD.jpg,False,2,3,0,,#dhl,,,,,,,[],,,,
47,1388431196800040962,1388431196800040962,1619862767000.0,2021-05-01 17:52:47,+0800,,#Caribbean #DHL #MahoBeach #SintMaarten #SintMaartenAirport #StMartin #Airport #Blueskies #Clouds #Holidays #Landingplane #Philtopping #Plane #Planesfyinginoverbeach #Vacation #Transportation #Airplane #Vehicle #Aircraft  https://t.co/vvbHBu1bm0,und,"['caribbean', 'dhl', 'mahobeach', 'sintmaarten', 'sintmaartenairport', 'stmartin', 'airport', 'blueskies', 'clouds', 'holidays', 'landingplane', 'philtopping', 'plane', 'planesfyinginoverbeach', 'vacation', 'transportation', 'airplane', 'vehicle', 'aircraft']",[],1174429531895189504,1174429531895189504,PhilTopping1,Phil Topping Photography,6,17,https://twitter.com/PhilTopping1/status/1388431196800040962,['https://www.clickasnap.com/i/q8ac9vw2lhyooc63'],[],0,,False,2,0,1,,#dhl,,,,,,,[],,,,
48,1388430260371435520,1388430260371435520,1619862544000.0,2021-05-01 17:49:04,+0800,,🔔 #DHL down?  🔗 Real-time status:  https://t.co/7wIdQysiwG  🔁 RETWEET if you are affected too.  #DHLDown #DHLOutage (Possible problems since 2021-05-01 05:49:04),en,"['dhl', 'dhldown', 'dhloutage']",[],1186334443843346432,1186334443843346432,servicesdown_,Services Down,6,17,https://twitter.com/servicesdown_/status/1388430260371435520,['https://servicesdown.com/services/dhl'],[],0,,False,0,0,0,,#dhl,,,,,,,[],,,,
49,1388426810426204163,1388426810426204163,1619861721000.0,2021-05-01 17:35:21,+0800,,Lower house done  #TheTeamBehindTheTeam #DHL #DHLIndia #TheNumbersGame  @DHLExpressIndia  https://t.co/nk3fHcqLTh,en,"['theteambehindtheteam', 'dhl', 'dhlindia', 'thenumbersgame']",[],744539796891041792,744539796891041792,sonika_khambra,SONIKA K,6,17,https://twitter.com/sonika_khambra/status/1388426810426204163,[],['https://pbs.twimg.com/media/E0Suu6PVIAY3A-j.jpg'],1,https://pbs.twimg.com/media/E0Suu6PVIAY3A-j.jpg,False,0,0,0,,#dhl,,,,,,,[],,,,
50,1388417090990792704,1388417090990792704,1619859404000.0,2021-05-01 16:56:44,+0800,,WELCOME MAY!💐 DHL A300 speeding up on 03R!💛❤️ - @ATH_airport @DHLGlobal @Airbus @AirbusPRESS  #DHL #DHLgreece #a300 #airbus #a300F #aircraft #ath #lgav #airplane #airport #aviation #dhldelivers #cargo #runway #takeoff #avgeek #freighter #v1rotate #elvenizelos #athensairport  https://t.co/0Gu3VvXgIR,en,"['dhl', 'dhlgreece', 'a300', 'airbus', 'a300f', 'aircraft', 'ath', 'lgav', 'airplane', 'airport', 'aviation', 'dhldelivers', 'cargo', 'runway', 'takeoff', 'avgeek', 'freighter', 'v1rotate', 'elvenizelos', 'athensairport']",[],247446396,247446396,athspotter,Konstntinos,6,16,https://twitter.com/athspotter/status/1388417090990792704,[],['https://pbs.twimg.com/media/E0Sl7hXWUAAGwGc.jpg'],1,https://pbs.twimg.com/media/E0Sl7hXWUAAGwGc.jpg,False,8,0,3,,#dhl,,,,,,,[],,,,
51,1388416163118346240,1388416163118346240,1619859183000.0,2021-05-01 16:53:03,+0800,,#Airbus A300 arrives after a flight from Leipzig! Beautiful photo💛❤️! 🗺️📍East Midlands Airport 📷 plane_spotting_380 #DHL #DHLExpress #Aviation #Airplane #EastMidlandsAirport #EMA #AVgeek #Plane #Spotter #Airport #AroundTheWorld #DHLWorldwideShipping  https://t.co/1QRVOYMZiw,en,"['airbus', 'dhl', 'dhlexpress', 'aviation', 'airplane', 'eastmidlandsairport', 'ema', 'avgeek', 'plane', 'spotter', 'airport', 'aroundtheworld', 'dhlworldwideshipping']",[],176763018,176763018,DHL_NLexpress,DHL Express NL,6,16,https://twitter.com/DHL_NLexpress/status/1388416163118346240,[],['https://pbs.twimg.com/media/E0SlJIiVoAQxdAt.jpg'],1,https://pbs.twimg.com/media/E0SlJIiVoAQxdAt.jpg,False,0,0,0,,#dhl,,,,,,,[],,,,
52,1388413411210383361,1388413411210383361,1619858527000.0,2021-05-01 16:42:07,+0800,,@DHLExpressIndia Number 19 - Jayant Yadav #TheTeamBehindTheTeam #DHL #DHLIndia #TheNumbersGame,in,"['theteambehindtheteam', 'dhl', 'dhlindia', 'thenumbersgame']",[],1298520675129397248,1298520675129397248,CricketSingh_,SATNAM,6,16,https://twitter.com/CricketSingh_/status/1388413411210383361,[],[],0,,False,0,0,0,,#dhl,,,,,,,[],,,,
53,1388412582533361664,1388059051561345027,1619858329000.0,2021-05-01 16:38:49,+0800,,@DHLExpressIndia Trying my best! 🏏   #TheTeamBehindTheTeam #DHL #DHLIndia #TheNumbersGame,en,"['theteambehindtheteam', 'dhl', 'dhlindia', 'thenumbersgame']",[],1298520675129397248,1298520675129397248,CricketSingh_,SATNAM,6,16,https://twitter.com/CricketSingh_/status/1388412582533361664,[],[],0,,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
54,1388410362983182337,1388410362983182337,1619857800000.0,2021-05-01 16:30:00,+0800,,Gigantischer Plan für Pakete von #DHL  https://t.co/ssTa2fZltO,de,['dhl'],[],18722118,18722118,inside_digital,inside digital,6,16,https://twitter.com/inside_digital/status/1388410362983182337,['https://www.inside-digital.de/news/dhl-setzt-gigantischen-paket-plan-um'],[],0,,False,1,0,0,,#dhl,,,,,,,[],,,,
55,1388409321143287809,1388409321143287809,1619857552000.0,2021-05-01 16:25:52,+0800,,"Was @DHLPaket unter #Klimaschutz versteht: Lasst alle Kunden fahren! Mit #Benziner, mit #Diesel, statt mit dem E-Lieferwagen, der bei uns eingesetzt wird.   #greenwashing a la #DHL #CO2",de,"['klimaschutz', 'benziner', 'diesel', 'greenwashing', 'dhl', 'co2']",[],825263506639429632,825263506639429632,The_ElSupremo,El Supremo (Geimpft For Future),6,16,https://twitter.com/The_ElSupremo/status/1388409321143287809,[],[],0,,False,1,1,0,https://twitter.com/DHLPaket/status/1387776938371080200,#dhl,,,,,,,[],,,,
56,1388399022117900289,1388399022117900289,1619855096000.0,2021-05-01 15:44:56,+0800,,"@UPSHelp_UK @UPS @UPS_UK @UPS_IT could you please tell me what else you need to deliver my parcel which has been in your hands for 1 and half month? You incompetent liars, shame on you #1ZE6671Y6895280199  #ups #dhl #parcelforce",en,"['1ze6671y6895280199', 'ups', 'dhl', 'parcelforce']",[],351794212,351794212,w_alter__ego,Gualtiero,6,15,https://twitter.com/w_alter__ego/status/1388399022117900289,[],[],0,,False,0,1,0,,#dhl,,,,,,,[],,,,
57,1388398812545310720,1388398812545310720,1619855046000.0,2021-05-01 15:44:06,+0800,,"¡Feliz #DiaDelTrabajo! y ¡Millones de gracias a @SomosSacyr, @gkonecta, @Deloitte_ES, @IBM_ES, @enagas, @ferrovial_es, #hpecds, #DHL, @koiki_home, #MagallanesValueInvestors, por tener en vuestros equipos a nuestros chicos #EdiciónLimitada con #InteligenciaLímite! #SomosCapacis  https://t.co/QsXzCIhAx2",es,"['diadeltrabajo', 'hpecds', 'dhl', 'magallanesvalueinvestors', 'ediciónlimitada', 'inteligencialímite', 'somoscapacis']",[],2849519067,2849519067,FCapacis,Fundación Capacis,6,15,https://twitter.com/FCapacis/status/1388398812545310720,[],['https://pbs.twimg.com/media/E0SVV4tXoAADTBb.jpg'],1,https://pbs.twimg.com/media/E0SVV4tXoAADTBb.jpg,False,9,2,3,,#dhl,,,,,,,[],,,,
58,1388397357524340745,1388397357524340745,1619854699000.0,2021-05-01 15:38:19,+0800,,#DHL #DHLIndia We have been trying to reach Nikki Frank for an issue can anyone help us reach him.,en,"['dhl', 'dhlindia']",[],492932642,492932642,mi_route,Roy,6,15,https://twitter.com/mi_route/status/1388397357524340745,[],[],0,,False,0,0,0,,#dhl,,,,,,,[],,,,
59,1388334115657818112,1388334115657818112,1619839621000.0,2021-05-01 11:27:01,+0800,,My personalized ManUtd player card #DHL #ManUtd   https://t.co/VoS1xrcqse,en,"['dhl', 'manutd']",[],1071060878643118080,1071060878643118080,AshleyRatinon,Ashley Ratinon,6,11,https://twitter.com/AshleyRatinon/status/1388334115657818112,['https://inmotion.dhl/en/manchester-united/a-world-united/player-card/57decb5ae084b165b979de2d1f5bb8ea52d3c983'],[],0,,False,0,0,0,,#dhl,,,,,,,[],,,,
60,1388323687728783362,1388323687728783362,1619837135000.0,2021-05-01 10:45:35,+0800,,#Oxygen #OxygenConcentrator can now be sent from abroad as a gift for personal use. Ask your relatives/ friends to #FedEx #DHL #DHLIndia  you one. This is the #DGFT notification of today...... #CovidResources #CovidIndia #CovidIndiaInfo  https://t.co/2GLopXjLuT,en,"['oxygen', 'oxygenconcentrator', 'fedex', 'dhl', 'dhlindia', 'dgft', 'covidresources', 'covidindia', 'covidindiainfo']",[],44923959,44923959,vikramsoods,vikram sood🇮🇳,6,10,https://twitter.com/vikramsoods/status/1388323687728783362,[],['https://pbs.twimg.com/media/E0RQ0A2UYAIiFfM.jpg'],1,https://pbs.twimg.com/media/E0RQ0A2UYAIiFfM.jpg,False,0,0,0,,#dhl,,,,,,,[],,,,
